Setpoint,PID_Output,Planta_Output
48.00,1.01,47.80
48.00,1.01,47.80
48.00,1.01,47.80
48.00,1.01,47.80
48.00,1.01,47.80
48.00,1.01,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.02,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.03,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.80
48.00,1.04,47.81
48.00,1.04,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.05,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.81
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.06,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.82
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.07,47.83
48.00,1.08,47.83
48.00,1.08,47.83
48.00,1.08,47.83
48.00,1.08,47.83
48.00,1.08,47.83
48.00,1.08,47.83
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.84
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.85
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.09,47.86
48.00,1.09,47.86
48.00,1.08,47.86
48.00,1.08,47.86
48.00,1.09,47.86
48.00,1.09,47.87
48.00,1.08,47.87
48.00,1.08,47.87
48.00,1.08,47.87
48.00,1.08,47.87
48.00,1.09,47.87
48.00,1.09,47.87
48.00,1.08,47.87
48.00,1.08,47.87
48.00,1.09,47.87
48.00,1.09,47.87
48.00,1.09,47.87
48.00,1.09,47.87
48.00,1.08,47.87
48.00,1.08,47.87
48.00,1.09,47.87
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.08,47.88
48.00,1.08,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.09,47.88
48.00,1.08,47.88
48.00,1.08,47.88
48.00,1.09,47.88
48.00,1.09,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.09,47.89
48.00,1.09,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.09,47.89
48.00,1.09,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.08,47.89
48.00,1.09,47.89
48.00,1.09,47.89
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.90
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.91
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.92
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.08,47.93
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.08,47.94
48.00,1.08,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.94
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.95
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.07,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.96
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.97
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.06,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.98
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.05,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,47.99
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.04,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.00
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.03,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.01
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
48.00,1.02,48.00
